id	location_id	source_type	source_name	gen_desc	ecology	species	notes	refs
86	391	1	NULL		Native spruce in the higher elevations with hemlock and northern hardwoods at lower elevations.	Coltricia montagnei var. greenei, Wynnea sparrosoides	The Cranberry Wilderness is a wilderness area in the southern part of the Monongahela National Forest in southeast West Virginia, United States. It is located on the back-slope of the Allegheny Front. As well as being wilderness, it is designated as black bear sanctuary. It is called the Cranberry Wilderness because of the cranberry bog in a valley on the south side of the wilderness area, officially designated the Cranberry Glades Botanical Area.\n\n(Most information from, as usual, Google Maps and Wikipedia.)\n\n\n\n\nPublic. Collecting permitted for personal use.	
87	397	1	NULL	NULL	NULL	NULL	Elevations aproximate.	NULL
88	402	1	NULL	NULL	NULL	NULL	Coastal, oak, beech forests, cliffs, old rock	NULL
89	4653	1	NULL	NULL	NULL	NULL	mixed conifer forest, many ericaceous plants, ~40 inches rain per year, ~2 km from Pacific Ocean; lots of fog drip\n	NULL
90	414	1	NULL	NULL	NULL	NULL	Foothills of the western Washington Cascade range.  Right in the middle of the Snoqualmie Pass convergent zone. It rains a lot.	NULL
91	416	1	NULL	NULL	NULL	NULL	Along highway 6 / 191, east of Price on road to Green River.\n	NULL
92	418	1	NULL	NULL	NULL	NULL	Location very approximate.	NULL
93	419	1	NULL	NULL	NULL	NULL	Cool little outcrop a little west of Six Rivers National Forest on Route 36; just a little east of what must be the real McClellan Rock; just west of ridge top where road bends to the right (going west).  Open oak-grassland and igneous outcropping.  Obviously sees much cloud and fog.	NULL
94	433	1	NULL	NULL	NULL	NULL	Location based on the following description:\n\n30 mi, North-East of Québec city. More precisely, it is exactely at the North-East point of Île-d'Orléans, an island of the St-Lawrence river located just in front of Québec city, in the Province of Québec. The name of the village is St-François, Î.-O. On Google Earth, it is at the bebening of the "Route-du-Moulin'.	NULL
95	440	1	NULL	NULL	NULL	NULL	Near the western end of Lake Ontario, on a much smaller lake.	NULL
96	441	1	NULL	NULL	NULL	NULL	Habitat is deeply shaded eastern hemlock forest along a stream at the uppermost end of a canyon cutting into the east side of the Cumberland Plateau.	NULL
97	442	1	NULL	NULL	NULL	NULL	Habitat is rich cove hardwood forest dominated by tulip-poplar, Liriodendron tulipifera.	NULL
98	5651	1	NULL	NULL	NULL	NULL	Habitat is spruce-fir forest on steep slopes and ridges. The Appalachian Trail follows the state line between Tennessee and North Carolina in this area.	NULL
99	444	1	NULL	NULL	NULL	NULL	Habitat is oak-hickory woodland on sandstone at the western escarpment of the Cumberland Plateau.	NULL
100	445	1	NULL	NULL	NULL	NULL	Habitat is rich cove hardwood forest dominated by tulip-poplar, Liriodendron tulipifera, on gentle to moderate slopes.	NULL
101	446	1	NULL	NULL	NULL	NULL	Habitats include oak-hickory woodland on sandstone on the top of the Cumberland Plateau and rich cove hardwood forest on sandstone, talus, and limestone on its western escarpment.	NULL
102	463	1	NULL	NULL	NULL	NULL	Portales and Clovis, New Mexico, US, are in the extreme eastern part of the state with a habitat of dry grassy plains, few to no natural trees (trees in the area have been planted and cultivated by humans), low annual rainfall (average 43.5 centimeters per year), and alkaline soil (8.5-9 pH).	NULL
103	465	1	NULL	NULL	NULL	NULL	Second growth mixed hardwood forest.  River on western side.	NULL
104	476	1	NULL	NULL	NULL	NULL	Originally listed as "Eichenwald,Dross,Bezirk Krems-Land,Lower Austria,Austria".  However, I couldn't find a match for that name.  The closest match I could get out of Google Maps was 'Dross, Bezirk Krems-Land, Lower Austria, Austria'.  I created an area 1/10 of a degree in each direction.\n\nIt's a bit more to the west and north approximately where the map says Droßer Amt on the path in the wood. I don't know how to handle the coordinates. The locality is exactly called "Eichenmaiß" which means young stand of oaks literally. It isn't in this map.	NULL
105	477	1	NULL	NULL	NULL	NULL	Location based on a search for 'Indian Lake, NY' and the nearby unlabeled lake.	NULL
106	481	1	NULL	NULL	NULL	NULL	Location based on a Google search for "Passo d'Acera, Umbria, Italy" since the full string search found nothing.  I then went +/- 0.01 degrees.\n\nIt's nearly okay. Where the map says location Passo d'Acera on the street in direction to Silvignano there is one way leading from the main street to the right up into the woodland. If you place the sign there then it's the right location.	NULL
107	482	1	NULL	NULL	NULL	NULL	Location create by searching Google maps for 'Wöllersdorf, Bezirk Wiener Neustadt, Lower Austria, Austria' and guessing at the area around the town that was found.\n	NULL
108	487	1	NULL	NULL	NULL	NULL	This is pretty much a guess based on what I found through Google.  I have no idea what the actual limits are to this area.\n	NULL
109	488	1	NULL	NULL	NULL	NULL	This is a fairly wild guess since I wasn't able to find any explicit information on what the 'Kentucky River Palisades' are.  However, this is within Fayette Co., Kentucky, so it's at least reasonably close.  This particular area includes the Raven Run Nature Sanctuary which "is a 470-acre nature sanctuary dedicated to preserving the natural beauty of the Kentucky River palisades".\n	NULL
110	490	1	NULL	NULL	NULL	NULL	The southern most region of Portugal.  Location estimated from Google searches.  The northern boundary is pretty much a guess.	NULL
111	498	1	NULL	NULL	NULL	NULL	Location is very approximate.	NULL
112	508	1	NULL	NULL	NULL	NULL	Boundaries very approximate.	NULL
113	511	1	NULL	NULL	NULL	NULL	Probably Eucalyptus diversicolor and introduced eucalypts from eastern Australia.	NULL
114	512	1	NULL	NULL	NULL	NULL	Davies Creek Road in the Atherton Tableland (W of Cairns) traverses W to E along a ~20 km gradient from open eucalypt woodland through dry sclerophyll to wet sclerophyll to rainforest.	NULL
115	513	1	NULL	NULL	NULL	NULL	Fraser Island, Queensland (World Heritage Site) is the world's largest sand island. Some rainforest and closed canopy sclerophyll.  Forest of _Syncarpia_, _Lophostemon_, _Eucalyptus_.	NULL
116	514	1	NULL	NULL	NULL	NULL	Sand with _Eucalyptus_ spp.	NULL
117	515	1	NULL	NULL	NULL	NULL	Forest of Dipeterocarpaceae: _Dipterocarpus costatus, turbiantus, obtusifolius_.	NULL
118	525	1	NULL	NULL	NULL	NULL	Dry sclerophyll of _Eucalyptus_ woodland with some _Allocasuarina_. Rocky granitic soil.	NULL
119	526	1	NULL	NULL	NULL	NULL	Dominant forest of oak (various _Quercus_ species). Parkland in the south of Costa Rica's Cordillera Talamanca near the Panamanian border.	NULL
120	527	1	NULL	NULL	NULL	NULL	Camp sites 5 & 6 in Davies Creek Nat'l Park is a favorite weekend camping spot. Good stream, granitic soil, Allocasuarina, Xanthostemon, Melaleuca, & Eucalyptus.	NULL
121	529	1	NULL	NULL	NULL	NULL	Sorry, this is only a guess at the area, I could not find Anything called Zofinsky Prales on google, or any place called Zofin in the Czech Republic.  Although there is a castle Zofin in Prague, and I actually had dinner there while I was in Prague, funny that.\n\nIf any one knows better where this, then please narrow it down.  I want to get a general place in here, so better get the range of the species sited (esp. since so few places in Europe are specified here yet).\n	NULL
122	530	1	NULL	NULL	NULL	NULL	Just a guess at the place, please make this more accurate if you can.  There is a park in the Czech Rep. with the name Sumave in it, perhaps it is this park?\n	NULL
123	531	1	NULL	NULL	NULL	NULL	Another complete guess, at least I found a town called Mattersburg, in a "county" of Burgenland, Austria, so that is something.\n	NULL
124	532	1	NULL	NULL	NULL	NULL	The largest city in Ontario, but there are some greenbelts in and around it, dominated by hardwoods, and suburban lawns are another frequent mushroom habitat. The area contains a chunk of Lake Ontario's shoreline, at an altitude of 74m and with assorted lakeshore habitats.\n	NULL
125	535	1	NULL	NULL	NULL	NULL	Particularly wet microhabitat deep in the Fields Creek valley at around 1000 m elevation.  It is 5.9 miles up the paved Fields Creek road (FR 21) not far east of John Day.  Doug fir and ponderosa dominate.  Lichen community along the creek here is indicative of borderline inland wet belt.	NULL
126	546	1	NULL	NULL	NULL	NULL	City 	NULL
127	553	1	NULL	NULL	NULL	NULL	A central state of the US.	NULL
128	554	1	NULL	NULL	NULL	NULL	Duncan Branch is a stream in the state of West Virginia (county of Summers); the nearest major town is Meadow Bridge, WV. Fisher Mountain, within this area, has a summit elevation of 963m.	NULL
129	555	1	NULL	NULL	NULL	NULL	Just northwest of Washington, D.C.	NULL
130	556	1	NULL	NULL	NULL	NULL	In the northwest corner of the park.	NULL
131	557	1	NULL	NULL	NULL	NULL	The river runs down rugged terrain down into a fjord.	NULL
132	558	1	NULL	NULL	NULL	NULL	A coastal peninsula with centuries-old spruce and cedar, battered at times by very high winds and waves. 3048mm of rain a year.	NULL
133	559	1	NULL	NULL	NULL	NULL	Creeks, hills, forests, and an old ironworks.	NULL
134	560	1	NULL	NULL	NULL	NULL	On Florida's Gulf Coast; subtropical. J. B. Starkey Wilderness Park is close by.	NULL
135	561	1	NULL	NULL	NULL	NULL	A suburb of Auckland with hilly areas of natural forest nearby.	NULL
136	572	1	NULL	NULL	NULL	NULL	27,000 kinds of wild plants grow in the surrounding province. (If this location was meant to represent the whole province, go ahead and edit the coordinates.)	NULL
137	573	1	NULL	NULL	NULL	NULL	An eastern state.	NULL
138	574	1	NULL	NULL	NULL	NULL	Now part of Andrew Johnston Big Scrub NR. Rainforest containing rare plants such as __Isoglossa eranthemoides__ and named for the tree __Argyrodendron trifoliolatum__.	NULL
139	575	1	NULL	NULL	NULL	NULL	One of the three major Nordic countries in far northwestern Europe.	NULL
140	576	1	NULL	NULL	NULL	NULL	A 16,600 hectare state park.\n\nSwamp heathland covers much of the low poorly drained areas where heath and Prickly Tea-Tree are found.\n\nThe healthy woodland has some interesting plants, ranging from the taller Mealy Stringybark trees, to the understorey of attractive Hairpin Banksia, Furze Hakea and rare Swamp Bush-pea.\n\nFoothill forests of Silvertop and Messmate are found higher up. Here you can see White-throated Tree Creepers hopping around tree trunks searching for insects. Below is a dense layer of smaller plants including Common Correa, Hop Goodenia and Dusty Miller, where Yellow-rumped Thornbills and Superb Fairy Wrens feed.\n\nMountain Ash, the tallest flowering plants in the world, grow on the steep southern slopes in the northern end of the Park. 	NULL
141	577	1	NULL	NULL	NULL	NULL	Town located next to reserve.	NULL
142	579	1	NULL	NULL	NULL	NULL	Located on a beach on Puget Sound.  Typical Washington foliage including Fir, Maple, Cedar and Madrona.  Lots of sword ferns, salal and nettle underbrush.  	NULL
143	580	1	NULL	NULL	NULL	NULL	Wet, with subtropical forests as well as orange groves.	NULL
144	581	1	NULL	NULL	NULL	NULL	I was not able to find the actual city borders for the city of San Diego, so this is only a very rough guess.	NULL
145	585	1	NULL	NULL	NULL	NULL	Southern part of the park; I'm not sure what the official boundaries are by the park's reckoning, but it should be close to this I suppose.	NULL
146	586	1	NULL	NULL	NULL	NULL	Limestone outcrops are rare in this part of British Columbia.  There is a vein that runs north-south exposed on either side of Vavenby (apparently running at least as far south as Kamloops, too).  This forms a nice set of gentle cliffs on\neither side of the highway, with relatively easy access.  This is the only place in the area to look for a number of species of vascular plants, lichens and probably fungi in general.\n\nA few notable species:\n\n_Dermatocarpon atrogranulosum_ -- one of only a few locations this occurs\n_Solorina saccata_ -- a strict calciphilous species\n_Collema_ spp. -- most species of _Collema_ are calciphiles	NULL
